,cmpdname,isosmiles,target
29,Ceftaroline fosamil acetate,CCO/N=C(/C1=NSC(=N1)NP(=O)(O)O)\\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-].CC(=O)O,1
30,unnamed,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0
31,Mycophenolic acid,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\\C)/CCC(=O)O)O,1
32,3-oxotetradecanoyl-CoA(4-),CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
33,unnamed,COc1cc(NC(C)=O)c(OC)cc1Cl,0
34,unnamed,O=C(O)C1CC1,0
35,unnamed,CCCCCOC(=O)Nc1cc(C)c(NC(=O)CN(CC)CC)c(C)c1,0
36,Aspartic acid,C([C@@H](C(=O)O)N)C(=O)O,1
37,unnamed,CCC1(O)CCCC2C3CCC4CC(=O)CCC4(C)C3C(=O)CC21C,0
38,unnamed,O=C1O[Ni-2]2(Cl)NC1Cc1c[nH]c[n+]12,0
39,unnamed,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
40,unnamed,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,0
41,unnamed,Cc1cc(S(=O)(=O)O)ccc1N=Nc1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c(C)c1,0
42,unnamed,O=S(=O)(O)c1ccc(NNc2ccc(S(=O)(=O)O)cc2)cc1,0
43,dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-),C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,1
44,Myricetin,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,1
45,unnamed,Cc1ccccc1C(=O)c1ccccc1C(=O)O,0
46,"1-(3,5-di-O-phosphono-alpha-L-xylofuranosyl)pyrimidine-2,4(1H,3H)-dione",C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@@H](O2)COP(=O)(O)O)OP(=O)(O)O)O,1
47,Dalcetrapib,CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C,1
48,unnamed,COc1ccc(N=Nc2c(N)n(C)[nH]c2=N)cc1,0
49,3-Oxohexadecanoyl-CoA,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
50,"(3-methyl-2,4-dioxo-3,4-dihydroquinazolin-1(2H)-yl)acetic acid",CN1C(=O)C2=CC=CC=C2N(C1=O)CC(=O)O,1
51,4-(2-Hydroxyethyl)piperazin-1-ylethanesulphonic acid,C1CN(CC[NH+]1CCO)CCS(=O)(=O)[O-],1
52,unnamed,CNC(=S)SSSSC(=S)NC,0
53,unnamed,O=[N+]([O-])c1ccc(N=Nc2ccc(O)c3c(O)cc(S(=O)(=O)O)cc23)cc1S(=O)(=O)O,0
54,3-methylbut-2-enoyl-CoA(4-),CC(=CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)C,1
55,Formoterol,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,1
56,unnamed,O=[N+]([O-])c1ccc(N2CCOS(=O)OCC2)cc1,0
57,unnamed,CC(=O)C(SSC(C(C)=O)C(C)=O)C(C)=O,0
58,Xylitol,C([C@H](C([C@H](CO)O)O)O)O,1
59,[SeH]C1=CC=CC=C1C(=O)NC1=CC=CC=C1,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2[SeH],1
60,Budesonide and formoterol fumarate dihydrate,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C.C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O,1
61,unnamed,O=S(=O)(Nc1ccc(NS(=O)(=O)c2ccccc2)c(N2N=N2)c1)c1ccccc1,0
62,malonyl-CoA(5-),CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])O,1
63,unnamed,O=C1CSC(=S)N1,0
64,unnamed,CCN(CC)C(=O)N1CCN(C)CC1,0
65,unnamed,CC1=C2C(=COC(C)C2C)C(O)=C(C(=O)O)C1=O,0
66,unnamed,COc1ccc2c(c1OC)C(=O)OC2c1c2c(c(OC)c3c1OCO3)C(C1OC(=O)c3c1ccc(OC)c3OC)N(C)CC2,0
67,unnamed,O=S(=O)(c1ccc(NCSc2nc3ccccc3s2)cc1)c1ccc(NCSc2nc3ccccc3s2)cc1,0
68,Nicotinamide,C1=CC(=CN=C1)C(=O)N,1
69,Apixaban,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,1
70,6-Amino-2H-chromen-2-one,C1=CC2=C(C=CC(=O)O2)C=C1N,1
71,unnamed,CC(=O)C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0
72,unnamed,Cc1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(C)c1,0
73,N-[3-(thiomorpholine-4-carbonyl)phenyl]acetamide,CC(=O)NC1=CC=CC(=C1)C(=O)N2CCSCC2,1
74,unnamed,COc1ccc(C(C)=NNS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,0
75,unnamed,COC1CNC(N)=[O+][Hg-](Cl)C1,0
76,"(5R)-5-amino-5,6,7,8-tetrahydronaphthalen-1-ol",C1C[C@H](C2=C(C1)C(=CC=C2)O)N,1
77,unnamed,NCC(O)c1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,0
78,unnamed,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0
79,alpha-L-Fucose,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O,1
80,unnamed,O=S(=O)(O)c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1,0
81,2'-Deoxyguanosine 5'-monophosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,1
82,Amoxicillin sodium,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)[O-])C.[Na+],1
83,alpha-D-mannose 1-phosphate(2-),C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O)O,1
84,unnamed,CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,0
85,unnamed,O=c1oc2ccccc2cc1-c1ccccc1,0
86,unnamed,O=C1C[N+]23CC[N+]45CC(=O)O[Ni-4]24(O1)(OC(=O)C3)OC(=O)C5,0
87,6-Phenylnicotinic acid,C1=CC=C(C=C1)C2=NC=C(C=C2)C(=O)O,1
88,Nitroglycerin,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],1
89,unnamed,CC1(c2ccccc2)OC(=O)c2ccccc21,0
90,(4-Fluoro-2-methylphenyl)methanesulfonamide,CC1=C(C=CC(=C1)F)CS(=O)(=O)N,1
91,Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1
92,unnamed,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,0
93,unnamed,O=Nc1ccc(O)cc1,0
94,"methyl (2~{S},4~{R})-1-(furan-2-ylcarbonyl)-4-oxidanyl-pyrrolidine-2-carboxylate",COC(=O)[C@@H]1C[C@H](CN1C(=O)C2=CC=CO2)O,1
95,unnamed,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0
96,Tryptaminium,C1=CC=C2C(=C1)C(=CN2)CC[NH3+],1
97,unnamed,O=[n+]1[cH-]nc2ccccc2c1O,0
98,3-phosphonato-D-glyceroyl phosphate(4-),C([C@H](C(=O)OP(=O)([O-])[O-])O)OP(=O)([O-])[O-],1
99,"N-[(3R)-1,1-dioxo-2,3-dihydrothiophen-3-yl]-N-(4-methylphenyl)acetamide",CC1=CC=C(C=C1)N([C@H]2CS(=O)(=O)C=C2)C(=O)C,1
100,unnamed,N=C(NC(=N)Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1)Nc1ccc(Br)cc1,0
101,"3-{[(3-Methyl-1,2,4-oxadiazol-5-yl)methyl]carbamoyl}benzoic acid",CC1=NOC(=N1)CNC(=O)C2=CC(=CC=C2)C(=O)O,1
102,Artecom,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C.COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O,1
103,unnamed,CC(C)(CCC(=O)O)CCC(=O)O,0
104,unnamed,O=C1OCCC1=Cc1ccc2c(c1)OCO2,0
105,Serotonin(1+),C1=CC2=C(C=C1O)C(=CN2)CC[NH3+],1
106,unnamed,COc1cc(C2CC3(C)OC(=O)C2CC3C)cc(OC)c1OC,0
107,Ivermectin,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,1
108,unnamed,CC(C)(C)CS(=O)(=O)O,0
109,unnamed,CCCCC(CC)COS(=O)(=O)O,0
110,Verdiperstat,CC(C)OCCN1C2=C(C(=O)NC1=S)NC=C2,1
111,unnamed,CC(C)OC(=S)SSC(=S)NCCNC(=S)SSC(=S)OC(C)C,0
112,D-glucopyranose 1-phosphate(2-),C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)([O-])[O-])O)O)O)O,1
113,Eritoran,CCCCCCCCCCCC(=O)CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC)OP(=O)(O)O)OCC[C@@H](CCCCCCC)OC)NC(=O)CCCCCCCCC/C=C\\CCCCCC)O)OCCCCCCCCCC,1
114,Sesamol,C1OC2=C(O1)C=C(C=C2)O,1
115,unnamed,OCC1OC2NC(=S)OC2C(O)C1O,0
116,Bromhexine,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,1
117,unnamed,O=C(O)C(O)C(O)C(O)C(O)C(O)C(O)CO,0
118,"4-N,4-N-dimethylpyridine-2,4-diamine",CN(C)C1=CC(=NC=C1)N,1
119,unnamed,CC(=O)NCS(=O)(=O)O,0
120,unnamed,CCN(CC)Cc1cc(O)c(CN(CC)CC)cc1O,0
121,"(1R,4S,5'S,6R,6'R,8R,10Z,12S,13S,14Z,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(\\[C@H]([C@H](/C=C\\C=C4CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)/C)C,1
122,Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,1
123,unnamed,CSc1nnc2sc(=S)[nH]n12,0
124,Brequinar sodium,CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4F)C(=O)[O-].[Na+],1
125,unnamed,CCCCOC(=S)SSC(=S)OCCCC,0
126,unnamed,CC(=NNS(=O)(=O)c1ccc(N)cc1)c1ccccc1O,0
127,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1
128,unnamed,C1N2CN3CN1CN(C2)C3,0
129,Adenosine-5'-triphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,1
130,unnamed,CC(=O)N1C(=O)C(=O)c2ccccc21,0
131,N-[(3-acetamidophenyl)methyl]-1-[(1R)-1-naphthalen-1-ylethyl]piperidine-4-carboxamide,C[C@H](C1=CC=CC2=CC=CC=C21)N3CCC(CC3)C(=O)NCC4=CC(=CC=C4)NC(=O)C,1
132,unnamed,CCOC(=O)C(CO)(CC(CO)(C(C)=O)C(=O)OCC)C(C)=O,0
133,unnamed,Cc1cccc(-c2nc3sc(-c4cccc(C)n4)nc3s2)n1,0
134,(-)-Mefloquine,C1CCN[C@H](C1)[C@H](C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,1
135,"2-Methyl-1,3-thiazole-5-carboxylic acid",CC1=NC=C(S1)C(=O)O,1
136,Argatroban,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,1
137,unnamed,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC(C)=O)C(OC5CC(O)C(OC)C(C)O5)C(C)O4)cc(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(=O)C(C)C)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,0
138,Mefloquine,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,1
139,3-(4-Hydroxyphenyl)pyruvate,C1=CC(=CC=C1CC(=O)C(=O)[O-])O,1
140,Vafidemstat,C1[C@H]([C@@H]1NCC2=NN=C(O2)N)C3=CC=C(C=C3)OCC4=CC=CC=C4,1
141,unnamed,CCN(CC)CCNc1nc2c(=O)n(C)c(=O)n(C)c2[nH]1,0
142,Tazemetostat,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,1
143,unnamed,CN(C)c1ccc(N=O)cc1,0
144,D-Sedoheptulose 7-phosphate,C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)([O-])[O-],1
145,unnamed,Cc1cc2c(C(C)C)c(O)c(O)c(C=NCCO)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=NCCO)c2c1O,0
146,"(2S,5R,6R)-6-[[(2S)-2-[(4-ethyl-2,3-dioxo-piperazine-1-carbonyl)amino]-2-phenyl-propanoyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,3S,5R)-3-methyl-4,4,7-trioxo-3-(triazol-1-ylmethyl)-4$l^{6}-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CCN1CCN(C(=O)C1=O)C(=O)N[C@@](C)(C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O.C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,1
147,1-[4-[(5-Bromothiophen-2-yl)methyl]piperazin-1-yl]ethanone,CC(=O)N1CCN(CC1)CC2=CC=C(S2)Br,1
148,Deoxyribose 1-phosphate,C1[C@@H]([C@H](OC1OP(=O)(O)O)CO)O,1
149,unnamed,Cc1ccc(C2(C)CC(C)(C)c3ccc(C)cc3O2)c(O)c1,0
150,Pyridoxine,CC1=NC=C(C(=C1O)CO)CO,1
151,Cbz-Thr(tBu)-Phe-Ala(((S)-2-oxopyrrolidin-3-yl))-ol,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)CO)NC(=O)OCC3=CC=CC=C3)OC(C)(C)C,1
152,unnamed,CCN(CC)CC(=O)Nc1cc(NC(=O)CN(CC)CC)c(C)c(NC(=O)CN(CC)CC)c1,0
153,Abivertinib maleate,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)F.C(=C\\C(=O)O)\\C(=O)O.O.O,1
154,Dimethylarsinate,C[As](=O)(C)[O-],1
155,1h-Benzimidazole-2-sulfonamide,C1=CC=C2C(=C1)NC(=N2)S(=O)(=O)N,1
156,unnamed,O=C1OC(=O)c2c1ccc1ccccc21,0
157,Thymoquinone,CC1=CC(=O)C(=CC1=O)C(C)C,1
158,Pyrazinamide,C1=CN=C(C=N1)C(=O)N,1
159,unnamed,Cc1cc(NCCCCCCNc2cc(C)nc3ccc(Cl)cc23)c2cc(Cl)ccc2n1,0
160,5-Amino-2-Methyl-N-[(1r)-1-Naphthalen-1-Ylethyl]benzamide,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,1
161,unnamed,Oc1ncnc2[nH]ncc12,0
162,"2-(cyanomethoxy)-N-[(1,2-thiazol-4-yl)methyl]benzamide",C1=CC=C(C(=C1)C(=O)NCC2=CSN=C2)OCC#N,1
163,unnamed,COc1ccccc1C=Cc1ccc2ccccc2n1,0
164,CDP-choline,C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,1
165,3-Methylbut-3-enyl pyrophosphate,CC(=C)CCOP(=O)([O-])OP(=O)([O-])[O-],1
166,1-Cyclohexyl-3-(2-pyridin-4-ylethyl)urea,C1CCC(CC1)NC(=O)NCCC2=CC=NC=C2,1
167,Leflunomide,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,1
168,unnamed,CC(=O)c1cc2ccccc2oc1=O,0
169,"5'-O-[(S)-{[(S)-{[(2R,3R,4S)-3,4-Dihydroxypyrrolidin-2-YL]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]adenosine",C1[C@@H]([C@@H]([C@H](N1)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O)O)O,1
170,Galidesivir,C1=C(C2=C(N1)C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](N3)CO)O)O,1
171,thromboxane A2(1-),CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@@H]2C[C@@H](O2)O1)C/C=C\\CCCC(=O)[O-])O,1
172,"N,1-dimethyl-N-(propan-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",CC(C)N(C)C1=NC=NC2=C1C=NN2C,1
173,unnamed,C[N+]1(Cc2ccc([N+](=O)[O-])cc2)CCC(CCCCCCCC2CC[N+](C)(Cc3ccc([N+](=O)[O-])cc3)CC2)CC1,0
174,unnamed,CCOCC(CN(CC)CC)N(CC)CC(=O)Nc1c(C)cccc1C,0
175,Isatin,C1=CC=C2C(=C1)C(=O)C(=O)N2,1
176,"Propanamide, 2-methyl-N-(2-methyl-2H-tetrazol-5-yl)-",CC(C)C(=O)NC1=NN(N=N1)C,1
177,unnamed,CN(C)C(C(N)=O)c1ccccc1,0
178,Macitentan,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,1
179,1-[4-[(3-Methylphenyl)methyl]piperazin-1-yl]ethanone,CC1=CC(=CC=C1)CN2CCN(CC2)C(=O)C,1
180,unnamed,CC(CCC(C)OS(=O)(=O)c1ccc(F)cc1)OS(=O)(=O)c1ccc(F)cc1,0
181,unnamed,CCCN(CCC)CC(=O)Nc1cccc(Cl)c1C,0
182,unnamed,CCC(=O)c1c(CC)ccc2ccccc12,0
183,unnamed,C1=C(c2ccccc2)Nc2ccccc2N=C1c1ccccc1,0
184,unnamed,O=[N+]([O-])c1ccc(CSCc2ccc([N+](=O)[O-])cc2)cc1,0
185,dCTP trianion,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O,1
186,2-deoxy-alpha-D-ribose 1-phosphate(2-),C1[C@@H]([C@H](O[C@@H]1OP(=O)([O-])[O-])CO)O,1
187,unnamed,O=S(=O)(O)c1ccc2c(c1)Sc1cc(S(=O)(=O)O)ccc1O2,0
188,"(5S)-4,5,6-trihydroxy-2,3-dioxohexanoic acid",C([C@@H](C(C(=O)C(=O)C(=O)O)O)O)O,1
189,unnamed,C[N+](C)(C)CCC#CC[N+]1(C)CCCC1,0
190,Tenofovir disoproxil,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,1
191,unnamed,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,0
192,"5,10-methylene-THF",C1[C@@H]2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,1
193,Nicotinic acid mononucleotide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)C(=O)[O-],1
194,unnamed,CC1(C)OC(=O)NC1=O,0
195,unnamed,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0
196,2-methylcrotonoyl-CoA(4-),C/C=C(\\C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
197,unnamed,c1ccc(C2=NC3(CCCCC3)N=C2c2ccccc2)cc1,0
198,GC373 bound form,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)CO)NC(=O)OCC2=CC=CC=C2,1
199,unnamed,CSS(C)(=O)=O,0
200,unnamed,O=C1CCc2ccccc2O1,0
201,5-Methylsalicylic acid,CC1=CC(=C(C=C1)O)C(=O)O,1
202,Emricasan,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)COC1=C(C(=CC(=C1F)F)F)F)NC(=O)C(=O)NC2=CC=CC=C2C(C)(C)C,1
203,"(2-(1H-indol-3-yl)-1H-imidazol-4-yl)(3,4,5-trimethoxyphenyl)methanone",COC1=CC(=CC(=C1OC)OC)C(=O)C2=CN=C(N2)C3=CNC4=CC=CC=C43,1
204,unnamed,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0
205,2-Acetamidothiazole,CC(=O)NC1=NC=CS1,1
206,unnamed,COC1OC(CO)C2OC12,0
207,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,1
208,unnamed,O=C1C(=C2Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,0
